,name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
2288,Australia,AUS,AUD,3.45,1.17,37976.196,50409.726,2007-06-01
2289,South Africa,ZAF,ZAR,9.7,10.9,2964.029,25499.541,2002-04-01
2290,Taiwan,TWN,TWD,75.0,32.141,16427.459,528611.003,2006-05-01
2291,Indonesia,IDN,IDR,18700.0,9152.0,2064.003,18867051.346,2008-06-01
2292,Colombia,COL,COP,8200.0,2095.6,5330.795,11501714.225,2010-01-01
2293,China,CHN,CNY,14.65,6.445,4499.803,30464.789,2011-07-01
2294,Hong Kong,HKG,HKD,15.1,7.7918,32421.361,251886.956,2011-07-01
2295,Singapore,SGP,SGD,3.6,1.6607,27608.075,46663.95,2005-06-01
2296,Ukraine,UKR,UAH,14.0,7.66,3944.724,20763.38,2009-07-01
2297,Switzerland,CHE,CHF,6.5,1.05085,71894.922,78231.862,2010-07-01
2298,Japan,JPN,JPY,250.0,106.715,38307.103,4144543.92,2005-06-01
2299,South Korea,KOR,KRW,2900.0,922.5,21730.952,20760465.708,2007-06-01
2300,Denmark,DNK,DKK,30.94,5.16195,58286.537,312466.354,2010-01-01
2301,Czech Republic,CZE,CZK,56.28,34.0,6627.103,252064.034,2002-04-01
2302,United States,USA,USD,2.78,1.0,44034.256,44034.256,2006-05-01
2303,Israel,ISR,ILS,14.9,3.7325,28394.84,111658.035,2010-01-01
2304,Colombia,COL,COP,8200.0,1868.45,5330.795,11501714.225,2010-07-01
2305,China,CHN,CNY,11.0,7.6047,2095.239,16706.037,2007-06-01
2306,Indonesia,IDN,IDR,14600.0,9545.0,1279.721,11439233.965,2005-06-01
2307,Czech Republic,CZE,CZK,59.05,22.1078,13446.938,322153.908,2006-05-01
2308,China,CHN,CNY,12.5,6.8327,3446.695,23950.51,2009-07-01
2309,Argentina,ARG,ARS,2.5,3.13,8085.356,8085.356,2002-04-01
2310,China,CHN,CNY,9.9,8.28,1141.14,9445.22,2003-04-01
2311,Pakistan,PAK,PKR,110.0,57.76,771.761,45147.64,2004-05-01
2312,Egypt,EGY,EGP,15.5,6.037,3077.343,17909.048,2012-01-01
2313,Switzerland,CHE,CHF,6.3,1.29,49516.64,66681.624,2004-05-01
2314,Poland,POL,PLN,6.9,2.97175,9031.797,28027.095,2007-01-01
2315,Saudi Arabia,SAU,SAR,9.0,3.749,17827.359,66852.595,2007-01-01
2316,Taiwan,TWN,TWD,75.0,32.7705,16892.883,549584.603,2007-06-01
2317,Israel,ISR,ILS,14.9,3.8619,28394.84,111658.035,2010-07-01
2318,Hong Kong,HKG,HKD,12.0,7.7807,24873.898,193734.498,2005-06-01
2319,Mexico,MEX,MXN,32.0,11.67075,9632.818,121720.366,2011-07-01
2320,Philippines,PHL,PHP,65.0,51.0,1003.957,51194.492,2002-04-01
2321,Canada,CAN,CAD,3.52,1.1704,36440.967,44144.774,2006-01-01
2322,Norway,NOR,NOK,40.0,5.07915,85276.992,499865.3,2008-06-01
2323,Russia,RUS,RUB,70.0,29.927,9160.112,291208.18,2010-01-01
2324,Sweden,SWE,SEK,32.0,7.04125,46425.841,342541.421,2007-01-01
2325,New Zealand,NZL,NZD,4.9,1.3177,31914.298,43354.55,2008-06-01
2326,Uruguay,URY,UYU,77.0,23.17,10232.122,230759.931,2010-01-01
2327,Britain,GBR,GBP,1.88,0.558659218,34480.168,21099.888,2004-05-01
2328,Russia,RUS,RUB,75.0,27.7525,11432.428,347343.209,2011-07-01
2329,United States,USA,USD,2.89,1.0,46216.853,46216.853,2007-01-01
2330,Ukraine,UKR,UAH,14.5,7.899,2557.279,19924.373,2010-07-01
2331,Venezuela,VEN,VEF,4400.0,2977.0,3266.095,,2004-05-01
2332,Australia,AUS,AUD,4.35,1.133722578,45778.86,57852.456,2010-07-01
2333,Taiwan,TWN,TWD,75.0,33.4,14040.597,483266.82,2004-05-01
2334,Costa Rica,CRI,CRC,1130.0,509.535,5309.271,2714244.847,2007-01-01
2335,Sweden,SWE,SEK,48.4,6.3352,52658.794,379539.529,2011-07-01
2336,Philippines,PHL,PHP,85.0,45.8975,1470.825,75474.329,2007-06-01
2337,Uruguay,URY,UYU,29.8,29.735,3941.678,111042.318,2004-05-01
2338,Egypt,EGY,EGP,9.25,5.74,1331.362,8008.765,2006-01-01
2339,Czech Republic,CZE,CZK,67.92,18.66155,22925.748,390862.908,2009-07-01
2340,South Korea,KOR,KRW,2500.0,1005.5,16482.75,18893338.346,2005-06-01
2341,Switzerland,CHE,CHF,6.3,1.2485,59220.71,74253.492,2007-01-01
2342,Indonesia,IDN,IDR,15900.0,9090.0,1765.794,16173465.629,2007-01-01
2343,Saudi Arabia,SAU,SAR,10.0,3.7502,22028.346,82606.296,2011-07-01
2344,Mexico,MEX,MXN,21.9,9.28,7902.129,73825.314,2002-04-01
2345,Chile,CHL,CLP,1400.0,716.0,4479.771,3086278.664,2003-04-01
2346,Turkey,TUR,TRY,4.2,1.5415,7350.887,9879.038,2006-05-01
2347,New Zealand,NZL,NZD,4.6,1.2797,26219.918,40369.388,2007-06-01
2348,Turkey,TUR,TRY,3750000.0,1600500.0,3617.23,5453.307,2003-04-01
2349,Hungary,HUN,HUF,490.0,224.0,6644.61,1713401.376,2003-04-01
2350,Chile,CHL,CLP,1560.0,522.75,7558.009,4230727.997,2006-01-01
2351,Brazil,BRA,BRL,4.55,3.07,2926.341,8545.94,2003-04-01
2352,Hong Kong,HKG,HKD,12.0,7.7512,26551.769,206517.447,2006-01-01
2353,Singapore,SGP,SGD,3.6,1.6353,29961.308,49867.527,2006-01-01
2354,Costa Rica,CRI,CRC,2000.0,522.115,6879.266,3943794.751,2010-07-01
2355,Venezuela,VEN,VEF,28.0,4.29465,11158.18,,2011-07-01
2356,New Zealand,NZL,NZD,4.45,1.4023,24848.791,37422.408,2005-06-01
2357,Pakistan,PAK,PKR,130.0,60.055,948.828,56320.125,2006-05-01
2358,Costa Rica,CRI,CRC,1800.0,551.02,6194.045,3199955.073,2008-06-01
2359,Colombia,COL,COP,6500.0,2327.7,2827.173,7430853.205,2005-06-01
2360,Denmark,DNK,DKK,27.75,5.81825,48872.095,293081.556,2006-05-01
2361,Ukraine,UKR,UAH,9.25,5.0275,2319.286,11712.394,2007-06-01
2362,Euro area,EUZ,EUR,3.36,0.693649638,39515.1983259993,28361.5226020863,2010-01-01
2363,Sweden,SWE,SEK,39.0,7.0821,46734.909,357700.54,2010-01-01
2364,Taiwan,TWN,TWD,70.0,34.8,13357.195,451647.956,2002-04-01
2365,Turkey,TUR,TRY,5.65,1.55005,10778.131,14021.233,2009-07-01
2366,New Zealand,NZL,NZD,3.6,2.24,13669.348,32495.948,2002-04-01
2367,New Zealand,NZL,NZD,4.45,1.4467,27385.506,38880.077,2006-01-01
2368,Denmark,DNK,DKK,24.75,8.38,30806.607,256397.765,2002-04-01
2369,New Zealand,NZL,NZD,4.45,1.62101,27385.506,38880.077,2006-05-01
2370,Malaysia,MYS,MYR,5.5,3.502,6351.127,23297.244,2007-01-01
2371,Switzerland,CHE,CHF,6.5,1.02215,65366.908,78464.203,2008-06-01
2372,UAE,ARE,AED,9.0,3.6726,43983.848,161530.682,2006-05-01
2373,Sweden,SWE,SEK,33.0,6.79165,46425.841,342541.421,2007-06-01
2374,Saudi Arabia,SAU,SAR,11.0,3.7504,23403.614,87763.554,2009-07-01
2375,Ukraine,UKR,UAH,16.5,7.994,2982.814,23670.803,2011-07-01
2376,Denmark,DNK,DKK,27.75,6.22,40512.045,266880.121,2004-05-01
2377,Chile,CHL,CLP,2050.0,506.05,14560.249,7042319.42,2012-01-01
2378,Britain,GBR,GBP,1.99,0.632911392,30127.493,20069.383,2003-04-01
2379,Malaysia,MYS,MYR,5.04,3.8,4441.824,16878.93,2003-04-01
2380,Norway,NOR,NOK,35.5,6.8491,50161.513,355154.383,2004-05-01
2381,Chile,CHL,CLP,1565.0,526.75,9410.392,4990095.541,2007-06-01
2382,Chile,CHL,CLP,1550.0,494.65,10447.116,5458278.527,2008-06-01
2383,Britain,GBR,GBP,2.39,0.614137444,39641.869,25630.226,2011-07-01
2384,Singapore,SGP,SGD,4.41,1.20705,47236.672,64407.595,2011-07-01
2385,Canada,CAN,CAD,3.33,1.57,23859.77,36954.966,2002-04-01
2386,Sweden,SWE,SEK,26.0,10.4,27207.49,281029.861,2002-04-01
2387,South Korea,KOR,KRW,3200.0,1177.0,14672.418,17484325.778,2004-05-01
2388,Venezuela,VEN,VEF,6800.0,4125.278,6646.803,,2007-01-01
2389,Indonesia,IDN,IDR,22780.0,9063.0,2469.384,25656746.413,2010-07-01
2390,UAE,ARE,AED,12.0,3.67305,36324.592,133402.065,2011-07-01
2391,Peru,PER,PEN,8.99,3.49,2147.735,7470.629,2004-05-01
2392,Peru,PER,PEN,8.99,3.2546,2405.294,8209.37,2005-06-01
2393,Indonesia,IDN,IDR,14600.0,9325.0,1404.348,13628832.874,2006-05-01
2394,Norway,NOR,NOK,40.0,5.8139,74255.799,476227.19,2007-06-01
2395,Chile,CHL,CLP,1600.0,503.1,10176.733,5695043.705,2010-01-01
2396,Mexico,MEX,MXN,32.0,12.782,8346.772,112793.89,2010-07-01
2397,Norway,NOR,NOK,45.0,5.41405,87823.805,530821.713,2011-07-01
2398,Euro area,EUZ,EUR,2.67,1.123595506,21427.0572497957,23923.8547405045,2002-04-01
2399,Ukraine,UKR,UAH,8.5,5.05,1839.515,9422.511,2006-05-01
2400,Argentina,ARG,ARS,11.0,3.0195,7315.726,22791.226,2008-06-01
2401,Chile,CHL,CLP,1560.0,529.95,7558.009,4230727.997,2006-05-01
2402,Russia,RUS,RUB,39.0,31.2,2250.201,65644.627,2002-04-01
2403,Hong Kong,HKG,HKD,12.0,7.79845,28028.157,217741.408,2007-01-01
2404,Euro area,EUZ,EUR,3.31,0.716897269,43807.7929338455,29789.1743171132,2009-07-01
2405,Chile,CHL,CLP,1400.0,641.0,4824.87,3335903.18,2004-05-01
2406,China,CHN,CNY,10.5,8.0641,1751.368,14351.735,2006-01-01
2407,South Africa,ZAF,ZAR,13.95,6.597,6033.211,38382.783,2006-05-01
2408,Brazil,BRA,BRL,9.5,1.5416,11578.7,20370.794,2011-07-01
2409,UAE,ARE,AED,11.0,3.673,30920.369,113555.055,2010-01-01
2410,Denmark,DNK,DKK,28.5,5.19845,58177.162,327192.723,2011-07-01
2411,Austria,AUT,EUR,3.09,0.788239467,51452.276,36970.536,2012-01-01
2412,Philippines,PHL,PHP,87.0,44.485,1764.683,81437.301,2008-06-01
2413,South Korea,KOR,KRW,3200.0,1018.05,24083.338,22382472.731,2008-06-01
2414,Peru,PER,PEN,10.0,2.8275,4276.689,12878.357,2010-07-01
2415,Euro area,EUZ,EUR,3.437660401,0.697520315,38579.0168200552,29076.7535851176,2011-07-01
2416,Costa Rica,CRI,CRC,1130.0,475.3,4483.59,1963026.314,2005-06-01
2417,Chile,CHL,CLP,1670.0,540.15,9410.392,4990095.541,2007-01-01
2418,Philippines,PHL,PHP,82.0,52.58,1261.241,69476.107,2006-01-01
2419,Denmark,DNK,DKK,27.75,5.75305,52121.249,309953.516,2007-01-01
2420,Sri Lanka,LKA,LKR,210.0,107.55,1928.714,213364.891,2008-06-01
2421,Sri Lanka,LKA,LKR,210.0,114.86,2410.801,261101.401,2009-07-01
2422,China,CHN,CNY,15.4,6.3155,5553.242,35882.275,2012-01-01
2423,Pakistan,PAK,PKR,130.0,59.62,885.149,50961.958,2005-06-01
2424,Ukraine,UKR,UAH,7.25,5.06,1374.656,7311.725,2005-06-01
2425,Poland,POL,PLN,7.0,2.03145,11252.863,31147.362,2008-06-01
2426,Indonesia,IDN,IDR,22534.0,8523.0,3177.453,28884425.178,2011-07-01
2427,Hungary,HUN,HUF,760.0,188.0724,13199.056,2744666.767,2011-07-01
2428,United States,USA,USD,3.0,1.0,46216.853,46216.853,2007-06-01
2429,Switzerland,CHE,CHF,6.5,1.08605,74662.365,80866.061,2009-07-01
2430,Czech Republic,CZE,CZK,70.22,20.36535,21890.781,387377.439,2012-01-01
2431,Russia,RUS,RUB,42.0,29.0,3190.609,97837.731,2004-05-01
2432,Czech Republic,CZE,CZK,69.32,17.0219,19983.577,381651.349,2011-07-01
2433,South Africa,ZAF,ZAR,19.45,6.76885,8130.193,59529.954,2011-07-01
2434,Canada,CAN,CAD,3.2,1.45,24279.8,38127.61,2003-04-01
2435,Colombia,COL,COP,6500.0,2769.83,2313.535,6657297.983,2004-05-01
2436,Philippines,PHL,PHP,80.0,54.55,1137.068,63721.173,2005-06-01
2437,Indonesia,IDN,IDR,20900.0,9320.0,2469.384,25656746.413,2010-01-01
2438,Philippines,PHL,PHP,85.0,52.625,1261.241,69476.107,2006-05-01
2439,Chile,CHL,CLP,1750.0,548.55,10759.738,5621541.795,2009-07-01
2440,Egypt,EGY,EGP,14.09,5.962,2922.796,16120.846,2011-07-01
2441,Poland,POL,PLN,6.3,3.87,5699.557,22166.004,2004-05-01
2442,Poland,POL,PLN,7.6,3.15525,13999.496,33728.169,2009-07-01
2443,Sri Lanka,LKA,LKR,210.0,112.775,2472.242,284252.723,2010-07-01
2444,Belgium,BEL,EUR,3.75,0.697520315,44448.17,33500.294,2011-07-01
2445,Russia,RUS,RUB,42.0,28.4055,4395.83,126635.246,2005-06-01
2446,Russia,RUS,RUB,52.0,25.64825,7416.297,201611.744,2007-06-01
2447,Thailand,THA,THB,70.0,32.305,4213.01,144446.304,2010-07-01
2448,Switzerland,CHE,CHF,6.5,0.80615,76825.669,80121.924,2011-07-01
2449,Malaysia,MYS,MYR,7.2,2.973,9046.978,29141.126,2011-07-01
2450,Poland,POL,PLN,6.5,3.3096,6684.675,24432.486,2005-06-01
2451,Turkey,TUR,TRY,5.65,1.47455,8941.404,13869.33,2010-01-01
2452,Australia,AUS,AUD,4.56,0.922381589,56591.468,61545.965,2011-07-01
2453,Russia,RUS,RUB,59.0,23.2336,9757.472,249453.17,2008-06-01
2454,Mexico,MEX,MXN,24.0,11.6,7390.343,79734.537,2004-05-01
2455,Poland,POL,PLN,6.9,2.75185,9031.797,28027.095,2007-06-01
2456,Thailand,THA,THB,62.0,33.36,3973.019,137141.401,2008-06-01
2457,New Zealand,NZL,NZD,5.1,1.156069364,33393.032,46295.888,2011-07-01
2458,Peru,PER,PEN,10.0,2.7375,5192.593,14669.292,2011-07-01
2459,Portugal,PRT,EUR,2.9,0.697520315,22539.038,16987.525,2011-07-01
2460,Egypt,EGY,EGP,13.0,5.3125,1862.164,10640.477,2008-06-01
2461,Pakistan,PAK,PKR,205.13,86.345,1137.985,95493.77,2011-07-01
2462,Venezuela,VEN,VEF,2500.0,857.0,4963.916,,2002-04-01
2463,Canada,CAN,CAD,3.28,1.2494,32178.496,41873.285,2005-06-01
2464,Switzerland,CHE,CHF,6.3,1.2475,54774.352,68111.678,2005-06-01
2465,South Korea,KOR,KRW,3400.0,1314.5,21387.709,23529170.737,2009-07-01
2466,Mexico,MEX,MXN,28.0,10.5425,8626.151,94006.861,2006-01-01
2467,Euro area,EUZ,EUR,2.94,0.771813376,35198.4482703344,28031.7110705011,2007-01-01
2468,Uruguay,URY,UYU,55.0,23.925,6377.451,153133.756,2007-01-01
2469,Hong Kong,HKG,HKD,12.0,7.81555,28028.157,217741.408,2007-06-01
2470,China,CHN,CNY,10.5,8.28,1044.958,8649.295,2002-04-01
2471,Britain,GBR,GBP,1.99,0.689655172,27916.906,19388.882,2002-04-01
2472,Canada,CAN,CAD,4.09,1.00355,44717.074,48028.178,2008-06-01
2473,Colombia,COL,COP,6500.0,2503.6,3493.986,8110001.666,2006-05-01
2474,Hong Kong,HKG,HKD,12.0,7.7533,26551.769,206517.447,2006-05-01
2475,Uruguay,URY,UYU,42.28,23.925,5663.499,138315.871,2006-05-01
2476,Turkey,TUR,TRY,4.0,1.369,6015.665,8570.077,2005-06-01
2477,Singapore,SGP,SGD,3.6,1.5873,29961.308,49867.527,2006-05-01
2478,Australia,AUS,AUD,3.45,1.026,45205.282,53908.188,2008-06-01
2479,Hungary,HUN,HUF,560.0,206.3444,11211.246,2237568.429,2006-05-01
2480,Hungary,HUN,HUF,720.0,199.1577,15761.631,2712786.859,2009-07-01
2481,Israel,ISR,ILS,12.0,4.79,20916.046,87965.57,2002-04-01
2482,Czech Republic,CZE,CZK,52.1,21.50115,15284.674,345366.499,2007-01-01
2483,Venezuela,VEN,VEF,7400.0,2147.3,6646.803,,2007-06-01
2484,China,CHN,CNY,12.5,6.8272,3813.408,26050.976,2010-01-01
2485,Norway,NOR,NOK,39.0,6.4326,57676.821,388789.838,2005-06-01
2486,Poland,POL,PLN,6.5,3.1151,8023.921,25947.888,2006-01-01
2487,Britain,GBR,GBP,2.29,0.501039657,50419.848,25190.186,2008-06-01
2488,New Zealand,NZL,NZD,4.9,1.59235,31762.876,44450.023,2009-07-01
2489,Poland,POL,PLN,8.63,2.7968,12510.805,37723.831,2011-07-01
2490,Taiwan,TWN,TWD,70.0,34.8,13651.355,472049.054,2003-04-01
2491,Thailand,THA,THB,60.0,40.53,2660.126,106996.686,2005-06-01
2492,South Africa,ZAF,ZAR,16.95,7.56325,6776.465,47804.009,2008-06-01
2493,Norway,NOR,NOK,40.0,6.50925,97119.989,547756.736,2009-07-01
2494,Malaysia,MYS,MYR,5.25,3.8,5244.873,19930.516,2005-06-01
2495,Mexico,MEX,MXN,32.0,10.1685,10063.621,109977.177,2008-06-01
2496,Malaysia,MYS,MYR,7.05,3.3875,7543.882,26589.239,2010-01-01
2497,South Africa,ZAF,ZAR,17.95,7.3045,6552.265,55282.006,2010-01-01
2498,Czech Republic,CZE,CZK,62.0,23.8375,13446.938,322153.908,2006-01-01
2499,Chile,CHL,CLP,1750.0,523.65,10176.733,5695043.705,2010-07-01
2500,Indonesia,IDN,IDR,16100.0,9120.0,1186.465,10176465.255,2004-05-01
2501,Britain,GBR,GBP,2.29,0.620886626,47884.16,25776.398,2009-07-01
2502,Sweden,SWE,SEK,39.0,7.90915,55929.862,368639.27,2009-07-01
2503,Malaysia,MYS,MYR,6.77,3.602,8766.175,29220.29,2009-07-01
2504,South Africa,ZAF,ZAR,13.95,6.6482,5415.089,34927.774,2005-06-01
2505,Mexico,MEX,MXN,29.0,10.8894,9456.912,103073.172,2007-01-01
2506,Indonesia,IDN,IDR,16100.0,8740.0,1002.907,9338261.498,2003-04-01
2507,Poland,POL,PLN,6.3,3.89,5205.517,21238.683,2003-04-01
2508,Canada,CAN,CAD,3.52,1.12045,36440.967,44144.774,2006-05-01
2509,Hungary,HUN,HUF,720.0,186.6508,13066.422,2643881.567,2010-01-01
2510,Denmark,DNK,DKK,28.5,5.81365,58286.537,312466.354,2010-07-01
2511,Ireland,IRL,EUR,3.8,0.697520315,48620.625,36645.045,2011-07-01
2512,Singapore,SGP,SGD,3.3,1.81,23852.834,41121.412,2001-04-01
2513,Norway,NOR,NOK,35.0,8.56,38553.843,346662.823,2002-04-01
2514,Hong Kong,HKG,HKD,12.0,7.79,23856.482,185782.354,2004-05-01
2515,Thailand,THA,THB,62.0,34.455,3369.545,127645.035,2007-06-01
2516,Philippines,PHL,PHP,99.39,48.385,2011.634,89466.537,2009-07-01
2517,Australia,AUS,AUD,3.0,1.86,19498.339,37669.433,2002-04-01
2518,Costa Rica,CRI,CRC,1130.0,433.55,4227.819,1684992.065,2004-05-01
2519,New Zealand,NZL,NZD,4.35,1.64,20460.331,35139.161,2004-05-01
2520,Pakistan,PAK,PKR,140.0,60.37,1032.277,61788.604,2007-06-01
2521,UAE,ARE,AED,11.0,3.67285,30920.369,113555.055,2010-07-01
2522,Canada,CAN,CAD,4.17,1.04235,40989.278,46790.712,2010-07-01
2523,Turkey,TUR,TRY,6.5,1.72285,10533.45,15838.537,2011-07-01
2524,South Korea,KOR,KRW,3100.0,1304.0,11563.04,14925456.032,2002-04-01
2525,Malaysia,MYS,MYR,5.04,3.8,4740.324,18013.231,2004-05-01
2526,South Korea,KOR,KRW,2500.0,977.45,19398.494,19870426.961,2006-01-01
2527,Pakistan,PAK,PKR,190.0,82.6,1228.232,76821.582,2009-07-01
2528,Canada,CAN,CAD,4.73,0.94585,47625.742,49059.883,2011-07-01
2529,Saudi Arabia,SAU,SAR,2.4,3.7502,11027.901,41354.628,2004-05-01
2530,Euro area,EUZ,EUR,3.057482443,0.733756466,35198.4482703344,28031.7110705011,2007-06-01
2531,Argentina,ARG,ARS,11.5,3.81125,9146.79,28925.107,2009-07-01
2532,Sri Lanka,LKA,LKR,175.0,99.945,1259.771,127582.909,2005-06-01
2533,Switzerland,CHE,CHF,6.3,1.66,39829.568,67216.977,2002-04-01
2534,Norway,NOR,NOK,43.0,6.1023,66924.047,431158.174,2006-05-01
2535,Colombia,COL,COP,8400.0,1852.15,7518.292,13893929.031,2012-01-01
2536,Austria,AUT,EUR,3.09,0.697520315,46955.173,35389.805,2011-07-01
2537,Thailand,THA,THB,70.0,29.75,5076.339,160847.382,2011-07-01
2538,Sweden,SWE,SEK,30.0,8.34,29846.186,290615.995,2003-04-01
2539,Sri Lanka,LKA,LKR,140.0,99.0,1162.71,112150.411,2004-05-01
2540,Russia,RUS,RUB,48.0,27.06375,5697.621,161329.859,2006-05-01
2541,United States,USA,USD,2.24,1.0,36312.782,36312.782,2001-04-01
2542,Ukraine,UKR,UAH,14.0,7.66,2557.279,19924.373,2010-01-01
2543,Norway,NOR,NOK,45.0,6.24625,80115.693,503794.183,2010-07-01
2544,Mexico,MEX,MXN,29.0,11.3031,8626.151,94006.861,2006-05-01
2545,Saudi Arabia,SAU,SAR,9.0,3.749,15943.392,59787.721,2006-05-01
2546,Singapore,SGP,SGD,4.23,1.3742,38926.813,56619.622,2010-07-01
2547,Britain,GBR,GBP,1.88,0.546448087,40410.653,22062.335,2005-06-01
2548,Uruguay,URY,UYU,61.0,19.15,7622.824,178473.82,2008-06-01
2549,South Korea,KOR,KRW,3300.0,1220.0,13159.675,16470682.092,2003-04-01
2550,Czech Republic,CZE,CZK,56.42,24.5409,11751.897,302020.814,2005-06-01
2551,Indonesia,IDN,IDR,14600.0,9460.0,1404.348,13628832.874,2006-01-01
2552,Malaysia,MYS,MYR,5.5,3.7488,5678.332,21504.443,2006-01-01
2553,Brazil,BRA,BRL,6.4,2.1335,6066.958,13197.605,2007-01-01
2554,Turkey,TUR,TRY,4.75,1.2981,7961.078,11411.982,2007-06-01
2555,Indonesia,IDN,IDR,16000.0,9430.0,834.139,8558977.964,2002-04-01
2556,Brazil,BRA,BRL,5.9,2.4648,3750.129,10969.566,2005-06-01
2557,Hungary,HUN,HUF,530.0,203.643,10291.667,2086592.666,2005-06-01
2558,Czech Republic,CZE,CZK,67.64,18.21005,19908.146,379282.784,2010-01-01
2559,South Korea,KOR,KRW,2900.0,940.15,21730.952,20760465.708,2007-01-01
2560,Russia,RUS,RUB,46.0,28.67,5697.621,161329.859,2006-01-01
2561,Colombia,COL,COP,6900.0,2239.325,3836.672,9049154.845,2007-01-01
2562,Egypt,EGY,EGP,9.09,5.7,1563.739,8995.797,2007-01-01
2563,Taiwan,TWN,TWD,75.0,28.834,19181.358,607040.425,2011-07-01
2564,Spain,ESP,EUR,3.5,0.788239467,31676.69,22760.98,2012-01-01
2565,Mexico,MEX,MXN,28.0,10.8675,7806.561,88104.588,2005-06-01
2566,Argentina,ARG,ARS,4.75,3.0638,5163.55,15094.732,2006-01-01
2567,Philippines,PHL,PHP,59.0,50.3,1087.287,48051.397,2001-04-01
2568,South Korea,KOR,KRW,2500.0,952.4,19398.494,19870426.961,2006-05-01
2569,Russia,RUS,RUB,71.0,30.44325,9160.112,291208.18,2010-07-01
2570,Estonia,EST,EUR,2.2,0.697520315,14696.814,11071.256,2011-07-01
2571,Sweden,SWE,SEK,30.0,7.61,37249.257,301208.823,2004-05-01
2572,Taiwan,TWN,TWD,75.0,31.175,15290.307,511092.54,2005-06-01
2573,Uruguay,URY,UYU,79.0,21.1,10232.122,230759.931,2010-07-01
2574,Peru,PER,PEN,8.5,3.43,1910.299,6699.42,2002-04-01
2575,Indonesia,IDN,IDR,15900.0,9015.0,1765.794,16173465.629,2007-06-01
2576,Euro area,EUZ,EUR,3.36856,0.630497147,40147.5028520725,29291.0793509951,2008-06-01
2577,Canada,CAN,CAD,4.12,1.0368,40989.278,46790.712,2010-01-01
2578,Netherlands,NLD,EUR,3.25,0.697520315,51165.823,38563.344,2011-07-01
2579,Egypt,EGY,EGP,8.0,5.92,1355.278,5982.044,2003-04-01
2580,Philippines,PHL,PHP,65.0,52.5,1050.297,54199.066,2003-04-01
2581,Saudi Arabia,SAU,SAR,10.0,3.75045,18836.932,70638.494,2010-07-01
2582,Uruguay,URY,UYU,90.0,18.45,12943.943,259543.306,2011-07-01
2583,South Africa,ZAF,ZAR,13.95,6.0803,6033.211,38382.783,2006-01-01
2584,India,IND,INR,84.0,44.4,1350.634,61537.854,2011-07-01
2585,Argentina,ARG,ARS,20.0,4.3135,12787.806,52810.117,2012-01-01
2586,Brazil,BRA,BRL,6.2,2.2615,4938.537,12022.334,2006-01-01
2587,Hungary,HUN,HUF,670.0,144.2578,13926.753,2557311.544,2008-06-01
2588,Japan,JPN,JPY,320.0,78.365,45135.796,3962014.51,2011-07-01
2589,Australia,AUS,AUD,3.25,1.43,27303.124,41885.737,2004-05-01
2590,Costa Rica,CRI,CRC,1130.0,509.535,4756.337,2271994.957,2006-05-01
2591,Thailand,THA,THB,62.0,35.3,3369.545,127645.035,2007-01-01
2592,Argentina,ARG,ARS,7.0,3.7985,8337.811,31093.737,2010-01-01
2593,Costa Rica,CRI,CRC,2050.0,582.57,6879.266,3943794.751,2010-01-01
2594,Australia,AUS,AUD,3.0,1.61,21702.46,39903.055,2003-04-01
2595,Czech Republic,CZE,CZK,66.08,14.49795,18527.743,376384.367,2008-06-01
2596,Argentina,ARG,ARS,8.25,3.08875,5976.082,18370.363,2007-01-01
2597,South Africa,ZAF,ZAR,18.45,7.5365,6552.265,55282.006,2010-07-01
2598,South Africa,ZAF,ZAR,9.7,8.13,3382.066,23455.189,2001-04-01
2599,Sri Lanka,LKA,LKR,190.0,102.955,1698.156,176506.335,2007-01-01
2600,Italy,ITA,EUR,3.5,0.697520315,35815.593,26993.977,2011-07-01
2601,Venezuela,VEN,VEF,5600.0,2629.62,4311.999,,2005-06-01
2602,Venezuela,VEN,VEF,5701.25,2519.58,5421.656,,2006-05-01
2603,Peru,PER,PEN,9.5,3.1895,3130.79,10249.293,2007-01-01
2604,Taiwan,TWN,TWD,70.0,32.9,14844.238,463648.655,2001-04-01
2605,Peru,PER,PEN,9.5,3.446,2677.739,8825.157,2006-01-01
2606,Taiwan,TWN,TWD,75.0,31.9495,16427.459,528611.003,2006-01-01
2607,Peru,PER,PEN,9.5,3.261,2677.739,8825.157,2006-05-01
2608,Mexico,MEX,MXN,29.0,10.76755,9456.912,103073.172,2007-06-01
2609,Japan,JPN,JPY,280.0,106.855,35847.232,4221138.107,2008-06-01
2610,Poland,POL,PLN,8.1,2.83565,11532.283,35977.265,2010-01-01
2611,Hungary,HUN,HUF,590.0,194.4237,11483.141,2415938.077,2007-01-01
2612,South Africa,ZAF,ZAR,15.5,7.10975,6276.173,42471.907,2007-01-01
2613,South Africa,ZAF,ZAR,12.4,6.66,4209.22,31842.05,2004-05-01
2614,United States,USA,USD,2.67,1.0,44034.256,44034.256,2006-01-01
2615,Switzerland,CHE,CHF,6.3,1.2112,59220.71,74253.492,2007-06-01
2616,China,CHN,CNY,12.5,6.834,2691.048,20472.372,2008-06-01
2617,Philippines,PHL,PHP,101.52,45.92,1923.674,91638.499,2010-01-01
2618,Sri Lanka,LKA,LKR,280.0,109.475,2894.26,327201.299,2011-07-01
