,name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
1297,United Arab Emirates,ARE,AED,14.75,3.67315,43981.605,161522.445,2020-01-14
1298,Indonesia,IDN,IDR,34000.0,14435.0,4192.768,59317914.263,2020-07-01
1299,Chile,CHL,CLP,2450.0,672.805,13722.878,9289553.72,2017-01-01
1300,Pakistan,PAK,PKR,375.0,104.775,1566.625,163469.949,2017-01-01
1301,Germany,DEU,EUR,3.9,0.816826629,44636.833,39526.719,2018-01-01
1302,Israel,ISR,ILS,16.5,3.43635,41014.945,147635.572,2018-01-01
1303,Honduras,HND,HNL,85.0,23.9926,2452.082,57588.828,2018-07-01
1304,India,IND,INR,183.0,68.5544,1974.378,138054.232,2019-07-09
1305,Qatar,QAT,QAR,13.0,3.641,63007.696,229348.012,2020-01-14
1306,Hong Kong,HKG,HKD,20.5,7.819,46025.665,358689.513,2018-01-01
1307,Vietnam,VNM,VND,66000.0,23176.0,3439.102,79880604.94,2020-01-14
1308,South Africa,ZAF,ZAR,26.32,13.9525,5750.785,84611.303,2017-01-01
1309,Mexico,MEX,MXN,49.0,19.0515,9542.783,180611.645,2018-07-01
1310,Germany,DEU,EUR,4.14,0.892339267,47961.181,40593.809,2019-07-09
1311,Japan,JPN,JPY,390.0,110.04,40547.967,4420120.305,2020-01-14
1312,Australia,AUS,AUD,5.8,1.356668023,51829.835,69674.166,2017-01-01
1313,Argentina,ARG,ARS,75.0,37.455,11786.433,331385.005,2019-01-01
1314,Vietnam,VNM,VND,65000.0,23199.0,3216.254,74039698.853,2019-01-01
1315,Austria,AUT,EUR,3.4,0.816826629,47320.537,41903.187,2018-01-01
1316,Netherlands,NLD,EUR,4.0,0.872486149,53224.694,45048.787,2019-01-01
1317,Japan,JPN,JPY,390.0,108.765,39850.331,4400400.278,2019-07-09
1318,Pakistan,PAK,PKR,520.0,154.875,1500.683,204713.255,2020-01-14
1319,Ireland,IRL,EUR,4.07,0.875695083,62556.102,56530.123,2017-07-01
1320,South Korea,KOR,KRW,4500.0,1200.95,31902.415,37177718.876,2020-07-01
1321,Thailand,THA,THB,119.0,33.17,6593.816,223792.876,2018-07-01
1322,Belgium,BEL,EUR,4.2,0.872486149,47685.347,40360.346,2019-01-01
1323,Greece,GRC,EUR,3.35,0.875695083,17906.1,16181.22,2017-07-01
1324,Guatemala,GTM,GTQ,25.0,7.4871,4234.379,31126.696,2018-07-01
1325,Oman,OMN,OMR,1.05,0.385,17731.849,6817.896,2018-07-01
1326,Uruguay,URY,UYU,123.0,30.165,16791.911,458109.933,2016-07-01
1327,Portugal,PRT,EUR,3.25,0.892339267,23573.299,19952.177,2019-07-09
1328,Italy,ITA,EUR,4.3,0.899159286,33628.161,30035.923,2020-01-14
1329,Hungary,HUN,HUF,850.0,280.26875,16421.113,4437176.314,2019-01-01
1330,South Korea,KOR,KRW,4500.0,1180.55,33447.155,36797333.833,2019-07-09
1331,Costa Rica,CRI,CRC,2290.0,567.8,12185.259,6915180.148,2018-07-01
1332,Romania,ROU,RON,9.3,4.06695,12465.699,49098.192,2019-01-01
1333,Belgium,BEL,EUR,4.1,0.816826629,44274.073,39205.488,2018-01-01
1334,Netherlands,NLD,EUR,3.71,0.816826629,48799.874,43213.166,2018-01-01
1335,Pakistan,PAK,PKR,480.0,157.45,1698.034,186840.572,2019-07-09
1336,Pakistan,PAK,PKR,375.0,121.49,1653.406,173284.686,2018-07-01
1337,Colombia,COL,COP,11900.0,3287.625,6540.141,21460743.995,2020-01-14
1338,Portugal,PRT,EUR,3.25,0.899159286,23333.317,20840.798,2020-01-14
1339,Slovakia,SVK,EUR,3.4,0.899159286,19397.274,17325.212,2020-01-14
1340,Denmark,DNK,DKK,30.0,6.54935,59678.596,398023.21,2020-07-01
1341,Vietnam,VNM,VND,60000.0,22572.0,2720.168,60838178.105,2017-01-01
1342,Spain,ESP,EUR,3.8,0.875695083,26549.363,23991.884,2017-07-01
1343,Portugal,PRT,EUR,3.2,0.816826629,21482.834,19023.436,2018-01-01
1344,Lithuania,LTU,EUR,2.8,0.853205921,16879.449,14947.056,2018-07-01
1345,Lebanon,LBN,LBP,9000.0,1512.0,7421.491,11697696.037,2020-07-01
1346,United States,USA,USD,4.5,1.0,58179.697,58179.697,2017-01-01
1347,Spain,ESP,EUR,4.1,0.879623521,29603.298,26441.005,2020-07-01
1348,France,FRA,EUR,4.2,0.879623521,41924.837,37446.329,2020-07-01
1349,Britain,GBR,GBP,3.39,0.79255003,42712.614,33443.433,2020-07-01
1350,Mexico,MEX,MXN,50.0,22.436,10259.746,197639.976,2020-07-01
1351,Philippines,PHL,PHP,134.0,50.725,3153.314,158938.764,2018-01-01
1352,Lebanon,LBN,LBP,6500.0,1507.0,8003.824,12065764.276,2019-01-01
1353,Denmark,DNK,DKK,30.0,6.71935,59678.596,398023.21,2020-01-14
1354,Oman,OMN,OMR,1.155,0.38505,19069.311,7332.15,2020-01-14
1355,Japan,JPN,JPY,390.0,107.275,40547.967,4420120.305,2020-07-01
1356,Argentina,ARG,ARS,120.0,41.8045,11786.433,331385.005,2019-07-09
1357,France,FRA,EUR,4.1,0.955246692,38348.507,34654.426,2017-01-01
1358,Thailand,THA,THB,119.0,34.0365,5993.308,211542.109,2017-07-01
1359,Russia,RUS,RUB,130.0,62.14065,10726.771,625455.932,2018-07-01
1360,Argentina,ARG,ARS,171.0,60.0656,9941.59,479729.91,2020-01-14
1361,Britain,GBR,GBP,3.09,0.82877507,41114.514,30338.243,2017-01-01
1362,India,IND,INR,178.0,69.685,1974.378,138054.232,2019-01-01
1363,Austria,AUT,EUR,3.84,0.899159286,50192.49,44830.812,2020-01-14
1364,Uruguay,URY,UYU,179.0,37.435,17686.109,623458.938,2020-01-14
1365,Taiwan,TWN,TWD,69.0,30.3725,25061.624,762936.397,2018-07-01
1366,Mexico,MEX,MXN,49.0,19.30875,9970.967,191884.695,2019-01-01
1367,Malaysia,MYS,MYR,8.85,4.1425,11079.617,44708.375,2019-07-09
1368,Czech Republic,CZE,CZK,85.0,22.63095,23616.011,541568.266,2020-01-14
1369,Netherlands,NLD,EUR,3.79,0.853205921,48799.874,43213.166,2018-07-01
1370,Romania,ROU,RON,9.5,4.2982,12928.148,54793.938,2020-01-14
1371,Poland,POL,PLN,10.8,3.80775,15504.366,55995.05,2019-07-09
1372,United Arab Emirates,ARE,AED,14.75,3.67315,37648.963,138265.817,2021-01-01
1373,Vietnam,VNM,VND,60000.0,22732.5,2720.168,60838178.105,2017-07-01
1374,Ireland,IRL,EUR,4.07,0.872486149,79182.663,67019.323,2019-01-01
1375,Jordan,JOR,JOD,2.3,0.709,4165.547,2953.367,2020-07-01
1376,Turkey,TUR,TRY,10.75,3.8026,10628.898,38778.189,2018-01-01
1377,Taiwan,TWN,TWD,69.0,31.905,23070.733,745769.126,2017-01-01
1378,Guatemala,GTM,GTQ,25.0,7.6802,4251.613,31967.342,2019-07-09
1379,Philippines,PHL,PHP,142.0,50.58,3512.195,181916.898,2020-01-14
1380,China,CHN,CNY,21.7,7.0035,10170.061,70259.02,2020-07-01
1381,Spain,ESP,EUR,4.1,0.853205921,28211.927,24982.169,2018-07-01
1382,Singapore,SGP,SGD,5.9,1.34715,66081.704,90145.907,2020-01-14
1383,Turkey,TUR,TRY,10.75,3.57605,10891.19,32908.096,2017-07-01
1384,Japan,JPN,JPY,390.0,111.25,38903.298,4363632.777,2018-07-01
1385,Brazil,BRA,BRL,16.9,3.71795,9629.603,35184.884,2019-01-01
1386,Peru,PER,PEN,10.5,3.3485,7187.688,23626.83,2019-01-01
1387,Mexico,MEX,MXN,50.0,18.89525,9970.967,191884.695,2019-07-09
1388,Honduras,HND,HNL,87.0,24.6548,2568.025,62937.107,2020-01-14
1389,Thailand,THA,THB,128.0,31.385,7812.886,242571.391,2020-07-01
1390,Russia,RUS,RUB,130.0,56.745,10726.771,625455.932,2018-01-01
1391,Sweden,SWE,SEK,49.1,8.0188,53459.072,457014.17,2018-01-01
1392,Romania,ROU,RON,9.9,4.26005,12928.148,54793.938,2020-07-01
1393,China,CHN,CNY,19.6,6.9266,8063.446,53578.237,2017-01-01
1394,France,FRA,EUR,4.2,0.853205921,40134.128,35539.493,2018-07-01
1395,Colombia,COL,COP,11900.0,3227.0,6923.64,20468748.983,2019-07-09
1396,United States,USA,USD,4.82,1.0,65504.783,65504.783,2020-01-14
1397,Malaysia,MYS,MYR,9.05,4.1175,11079.617,44708.375,2019-01-01
1398,Uruguay,URY,UYU,125.0,28.725,16544.81,498178.022,2017-01-01
1399,Britain,GBR,GBP,3.19,0.72285673,40617.562,31533.646,2018-01-01
1400,Latvia,LVA,EUR,2.7,0.853205921,15626.275,13837.348,2018-07-01
1401,Russia,RUS,RUB,110.17,66.685,11257.881,707355.395,2019-01-01
1402,Sri Lanka,LKA,LKR,680.0,185.85,4082.694,729760.859,2020-07-01
1403,Denmark,DNK,DKK,30.0,6.51255,54862.848,369321.237,2017-07-01
1404,Indonesia,IDN,IDR,32126.0,13369.5,3604.99,47976388.462,2017-07-01
1405,Greece,GRC,EUR,3.35,0.816826629,18552.223,16428.327,2018-01-01
1406,Euro area,EUZ,EUR,4.08,0.892339267,40451.0707876842,34237.3294059313,2019-07-09
1407,Bahrain,BHR,BHD,1.4,0.377,26051.303,9795.29,2020-01-14
1408,Saudi Arabia,SAU,SAR,12.0,3.7503,23081.196,86554.485,2018-01-01
1409,Egypt,EGY,EGP,31.37,17.905,2592.707,38402.311,2018-07-01
1410,Russia,RUS,RUB,135.0,70.585,11554.009,746828.604,2020-07-01
1411,Belgium,BEL,EUR,3.95,0.955246692,42076.398,38023.212,2017-01-01
1412,Thailand,THA,THB,119.0,35.573,5993.308,211542.109,2017-01-01
1413,Saudi Arabia,SAU,SAR,12.0,3.7504,23081.196,86554.485,2018-07-01
1414,Kuwait,KWT,KWD,1.1,0.3045,29905.292,9029.504,2019-07-09
1415,Norway,NOR,NOK,42.0,8.65275,82605.919,671792.639,2019-07-09
1416,Russia,RUS,RUB,130.0,63.83875,11257.881,707355.395,2019-07-09
1417,Colombia,COL,COP,9900.0,2994.625,6037.126,18444989.545,2017-01-01
1418,Denmark,DNK,DKK,30.0,6.0827,57772.553,381466.015,2018-01-01
1419,Colombia,COL,COP,11900.0,2874.07,6577.287,19411356.581,2018-07-01
1420,India,IND,INR,170.0,68.3275,1714.28,114980.219,2017-01-01
1421,Norway,NOR,NOK,49.0,8.64835,70629.25,593285.703,2017-01-01
1422,Kuwait,KWT,KWD,1.05,0.3031,29905.292,9029.504,2019-01-01
1423,Bahrain,BHR,BHD,1.4,0.377,25149.47,9456.201,2019-07-09
1424,New Zealand,NZL,NZD,6.2,1.374664925,42289.966,59492.212,2018-01-01
1425,Pakistan,PAK,PKR,375.0,110.505,1653.406,173284.686,2018-01-01
1426,Switzerland,CHE,CHF,6.5,0.96415,82575.989,81369.917,2017-07-01
1427,Thailand,THA,THB,115.0,30.2775,7812.886,242571.391,2020-01-14
1428,Bahrain,BHR,BHD,1.5,0.377,23516.937,8842.368,2021-01-01
1429,Lithuania,LTU,EUR,2.85,0.892339267,19195.06,16246.485,2019-07-09
1430,Indonesia,IDN,IDR,31000.0,13329.0,3604.99,47976388.462,2017-01-01
1431,Ukraine,UKR,UAH,42.0,27.235,2200.851,56238.892,2017-01-01
1432,Peru,PER,PEN,10.5,3.2515,6430.416,21706.406,2017-07-01
1433,Ireland,IRL,EUR,4.07,0.816826629,69863.657,61865.525,2018-01-01
1434,Israel,ISR,ILS,17.0,3.70785,42249.336,151698.698,2019-01-01
1435,Vietnam,VNM,VND,60000.0,22300.0,2581.907,56603826.597,2016-07-01
1436,Australia,AUS,AUD,6.15,1.443626389,56434.012,75432.373,2019-07-09
1437,Moldova,MDA,MDL,43.0,17.8142,4121.047,69244.477,2019-07-09
1438,Vietnam,VNM,VND,65000.0,23231.0,3216.254,74039698.853,2019-07-09
1439,Bahrain,BHR,BHD,1.4,0.37705,26051.303,9795.29,2020-07-01
1440,Qatar,QAT,QAR,13.0,3.641,63007.696,229348.012,2020-07-01
1441,New Zealand,NZL,NZD,6.0,1.43358899,39415.045,56552.528,2017-01-01
1442,Ireland,IRL,EUR,4.07,0.853205921,69863.657,61865.525,2018-07-01
1443,Australia,AUS,AUD,6.55,1.430615165,54395.694,78219.451,2020-07-01
1444,Kuwait,KWT,KWD,1.15,0.3078,29037.471,8816.188,2020-07-01
1445,France,FRA,EUR,4.1,0.875695083,38348.507,34654.426,2017-07-01
1446,Slovakia,SVK,EUR,3.2,0.872486149,19508.287,16511.596,2019-01-01
1447,Singapore,SGP,SGD,5.8,1.35585,61162.097,84460.269,2018-07-01
1448,Britain,GBR,GBP,3.29,0.802181935,43275.096,32396.652,2019-07-09
1449,Austria,AUT,EUR,3.4,0.955246692,45278.829,40917.155,2017-01-01
1450,Hungary,HUN,HUF,900.0,290.5412,16421.113,4437176.314,2019-07-09
1451,Philippines,PHL,PHP,142.0,51.3175,3279.519,172704.151,2019-07-09
1452,Moldova,MDA,MDL,47.0,17.075,4376.654,76911.52,2020-07-01
1453,Israel,ISR,ILS,17.0,3.4595,44155.447,157393.299,2020-01-14
1454,Azerbaijan,AZE,AZN,3.95,1.699,4841.145,8229.947,2020-07-01
1455,India,IND,INR,190.0,75.1975,2050.163,145350.407,2020-07-01
1456,Chile,CHL,CLP,2940.0,719.425,13056.638,10343022.904,2021-01-01
1457,Netherlands,NLD,EUR,3.61,0.955246692,46165.177,41718.122,2017-01-01
1458,Romania,ROU,RON,9.3,4.2192,12465.699,49098.192,2019-07-09
1459,Slovenia,SVN,EUR,2.4,0.892339267,26224.257,22195.918,2019-07-09
1460,Chile,CHL,CLP,2740.0,787.7,14551.577,10233396.744,2020-07-01
1461,Sri Lanka,LKA,LKR,580.0,159.27,4401.055,670925.154,2018-07-01
1462,Netherlands,NLD,EUR,4.06,0.892339267,53224.694,45048.787,2019-07-09
1463,Canada,CAN,CAD,6.77,1.30655,46430.975,61604.309,2020-01-14
1464,Argentina,ARG,ARS,75.0,18.9375,14618.327,242031.427,2018-01-01
1465,Chile,CHL,CLP,2640.0,772.74,14551.577,10233396.744,2020-01-14
1466,Portugal,PRT,EUR,3.05,0.908306463,19252.015,17350.016,2016-07-01
1467,Qatar,QAT,QAR,12.0,3.641,59127.513,215224.146,2018-07-01
1468,Finland,FIN,EUR,4.62,0.872486149,50032.02,42346.544,2019-01-01
1469,Egypt,EGY,EGP,42.0,15.88,3240.513,57043.833,2020-01-14
1470,South Africa,ZAF,ZAR,30.0,12.25815,6678.292,88938.159,2018-01-01
1471,Sweden,SWE,SEK,51.0,8.7526,53459.072,457014.17,2018-07-01
1472,Turkey,TUR,TRY,13.99,5.722,9514.047,45865.635,2019-07-09
1473,Lithuania,LTU,EUR,2.85,0.879623521,19617.714,17522.104,2020-07-01
1474,Spain,ESP,EUR,3.95,0.955246692,26549.363,23991.884,2017-01-01
1475,Hungary,HUN,HUF,850.0,276.4302,14606.266,4008446.316,2018-07-01
1476,Belgium,BEL,EUR,4.05,0.875695083,42076.398,38023.212,2017-07-01
1477,Pakistan,PAK,PKR,460.0,138.88,1698.034,186840.572,2019-01-01
1478,Argentina,ARG,ARS,250.0,71.24065,9941.59,479729.91,2020-07-01
1479,Croatia,HRV,HRK,22.0,6.6272,15122.974,13507.503,2020-07-01
1480,Slovenia,SVN,EUR,2.5,0.879623521,26138.955,23346.731,2020-07-01
1481,Malaysia,MYS,MYR,8.6,4.2935,9523.316,39505.493,2017-07-01
1482,Estonia,EST,EUR,3.15,0.816826629,20430.567,18091.635,2018-01-01
1483,Finland,FIN,EUR,4.62,0.853205921,46437.211,41120.986,2018-07-01
1484,South Korea,KOR,KRW,4500.0,1116.0,31600.735,35740457.554,2018-07-01
1485,Guatemala,GTM,GTQ,25.0,7.7283,4251.613,31967.342,2019-01-01
1486,Egypt,EGY,EGP,34.21,17.7,2592.707,38402.311,2018-01-01
1487,South Africa,ZAF,ZAR,31.0,14.175,6991.709,92566.147,2019-07-09
1488,Colombia,COL,COP,11900.0,3617.01,6540.141,21460743.995,2020-07-01
1489,Australia,AUS,AUD,6.1,1.401639919,56434.012,75432.373,2019-01-01
1490,Portugal,PRT,EUR,3.25,0.872486149,23573.299,19952.177,2019-01-01
1491,United Arab Emirates,ARE,AED,14.0,3.67315,41971.753,154141.262,2018-07-01
1492,Thailand,THA,THB,119.0,30.8275,7298.941,235830.442,2019-07-09
1493,Colombia,COL,COP,9900.0,3052.16,6037.126,18444989.545,2017-07-01
1494,China,CHN,CNY,20.4,6.432,8760.259,59208.402,2018-01-01
1495,Jordan,JOR,JOD,1.95,0.7096,4152.265,2943.95,2019-01-01
1496,Turkey,TUR,TRY,10.75,3.04305,10973.586,29856.636,2016-07-01
1497,Ukraine,UKR,UAH,57.0,25.6475,3118.908,84809.211,2019-07-09
1498,Honduras,HND,HNL,87.0,24.6907,2568.025,62937.107,2020-07-01
1499,Italy,ITA,EUR,4.2,0.816826629,32648.756,28911.061,2018-01-01
1500,Brazil,BRA,BRL,17.5,3.8073,9629.603,35184.884,2019-07-09
1501,Canada,CAN,CAD,6.77,1.2803,43573.195,58438.307,2021-01-01
1502,Sweden,SWE,SEK,44.94,8.59485,51274.278,432490.371,2016-07-01
1503,China,CHN,CNY,21.0,6.8846,9848.949,65160.648,2019-07-09
1504,Denmark,DNK,DKK,30.0,7.10125,54862.848,369321.237,2017-01-01
1505,Czech Republic,CZE,CZK,79.0,20.747,20605.825,481688.643,2018-01-01
1506,France,FRA,EUR,4.2,0.816826629,40134.128,35539.493,2018-01-01
1507,Peru,PER,PEN,10.5,3.2715,6965.195,22712.63,2018-07-01
1508,Canada,CAN,CAD,6.77,1.3314,46617.97,60408.402,2019-01-01
1509,Sweden,SWE,SEK,52.0,8.90625,54295.731,471966.636,2019-01-01
1510,Czech Republic,CZE,CZK,85.0,22.7993,23380.772,508062.217,2019-07-09
1511,Egypt,EGY,EGP,42.0,16.615,2710.158,48055.613,2019-07-09
1512,Belgium,BEL,EUR,4.35,0.823011399,45636.457,39987.017,2021-01-01
1513,Nicaragua,NIC,NIO,110.0,33.1621,2008.404,63371.596,2019-07-09
1514,Brazil,BRA,BRL,16.9,3.83835,10419.575,33252.857,2018-07-01
1515,Greece,GRC,EUR,3.3,0.892339267,19750.71,16716.781,2019-07-09
1516,Argentina,ARG,ARS,55.0,15.8575,12772.868,188760.956,2017-01-01
1517,Finland,FIN,EUR,4.56,0.875695083,43865.756,39640.202,2017-07-01
1518,Poland,POL,PLN,10.1,3.7086,12369.893,48810.67,2017-07-01
1519,Czech Republic,CZE,CZK,75.0,22.06475,20605.825,481688.643,2018-07-01
1520,Netherlands,NLD,EUR,4.09,0.899159286,52672.504,47045.905,2020-01-14
1521,Latvia,LVA,EUR,2.8,0.872486149,17806.56,15071.274,2019-01-01
1522,Qatar,QAT,QAR,12.0,3.64125,66421.617,241774.685,2019-01-01
1523,Turkey,TUR,TRY,10.75,5.3834,9514.047,45865.635,2019-01-01
1524,Costa Rica,CRI,CRC,2350.0,581.825,12691.126,7454064.392,2020-07-01
1525,Slovakia,SVK,EUR,3.0,0.853205921,17591.574,15577.655,2018-07-01
1526,Slovenia,SVN,EUR,2.3,0.853205921,23511.316,20819.693,2018-07-01
1527,Spain,ESP,EUR,3.95,0.892339267,30438.338,25762.67,2019-07-09
1528,Jordan,JOR,JOD,2.3,0.709,4152.265,2943.95,2019-07-09
1529,Malaysia,MYS,MYR,9.5,4.0745,11228.293,46512.868,2020-01-14
1530,Germany,DEU,EUR,4.45,0.879623521,46810.283,41809.9,2020-07-01
1531,Indonesia,IDN,IDR,35750.0,13359.0,3885.967,51997473.556,2018-01-01
1532,Azerbaijan,AZE,AZN,3.95,1.6965,4841.145,8229.947,2020-01-14
1533,Mexico,MEX,MXN,50.0,18.8205,10259.746,197639.976,2020-01-14
1534,Taiwan,TWN,TWD,69.0,29.553,25061.624,762936.397,2018-01-01
1535,Switzerland,CHE,CHF,6.5,0.99325,82588.943,81324.644,2018-07-01
1536,Italy,ITA,EUR,4.2,0.872486149,34917.563,29553.836,2019-01-01
1537,Sri Lanka,LKA,LKR,640.0,175.675,4360.149,708441.809,2019-07-09
1538,Turkey,TUR,TRY,13.99,6.8595,9145.817,51924.837,2020-07-01
1539,Singapore,SGP,SGD,5.45,1.3577,55645.607,76502.971,2016-07-01
1540,Azerbaijan,AZE,AZN,3.95,1.70175,4217.653,7170.01,2018-07-01
1541,Denmark,DNK,DKK,30.0,6.3591,57772.553,381466.015,2018-07-01
1542,Indonesia,IDN,IDR,33000.0,14090.0,3945.583,56173024.391,2019-01-01
1543,Israel,ISR,ILS,16.9,3.5405,37568.167,144283.049,2017-07-01
1544,Estonia,EST,EUR,3.2,0.892339267,23176.358,19616.211,2019-07-09
1545,Peru,PER,PEN,10.5,3.212,6965.195,22712.63,2018-01-01
1546,Uruguay,URY,UYU,140.0,28.58,18626.981,533647.478,2018-01-01
1547,Nicaragua,NIC,NIO,120.0,34.3752,1940.115,64187.312,2020-07-01
1548,Saudi Arabia,SAU,SAR,14.0,3.75105,27892.807,104598.025,2020-07-01
1549,Switzerland,CHE,CHF,6.5,0.98165,85547.272,83655.964,2019-01-01
1550,Switzerland,CHE,CHF,6.5,0.99355,85547.272,83655.964,2019-07-09
1551,Brazil,BRA,BRL,19.9,4.1419,9364.237,36937.0,2020-01-14
1552,Brazil,BRA,BRL,20.9,5.34045,9364.237,36937.0,2020-07-01
1553,Argentina,ARG,ARS,320.0,85.3736,8489.332,599642.029,2021-01-01
1554,Saudi Arabia,SAU,SAR,12.0,3.75015,21515.651,80683.693,2017-07-01
1555,Estonia,EST,EUR,3.2,0.879623521,23584.26,21064.935,2020-07-01
1556,Philippines,PHL,PHP,133.0,49.615,3107.646,147589.798,2017-01-01
1557,UAE,ARE,AED,14.0,3.673,40483.337,148675.054,2017-07-01
1558,China,CHN,CNY,19.8,6.7875,8063.446,53578.237,2017-07-01
1559,Saudi Arabia,SAU,SAR,13.0,3.7518,27892.807,104598.025,2020-01-14
1560,Nicaragua,NIC,NIO,120.0,33.8763,1940.115,64187.312,2020-01-14
1561,United Arab Emirates,ARE,AED,14.0,3.67315,45591.68,167435.443,2019-01-01
1562,Israel,ISR,ILS,16.9,3.855,37568.167,144283.049,2017-01-01
1563,Moldova,MDA,MDL,45.0,17.42,4376.654,76911.52,2020-01-14
1564,Greece,GRC,EUR,3.35,0.853205921,18552.223,16428.327,2018-07-01
1565,Turkey,TUR,TRY,10.75,4.70625,10628.898,38778.189,2018-07-01
1566,Slovakia,SVK,EUR,3.6,0.879623521,19397.274,17325.212,2020-07-01
1567,Azerbaijan,AZE,AZN,3.95,1.699,4280.429,7276.729,2021-01-01
1568,France,FRA,EUR,4.2,0.899159286,41924.837,37446.329,2020-01-14
1569,Lebanon,LBN,LBP,6500.0,1514.0,7421.491,11697696.037,2020-01-14
1570,Vietnam,VNM,VND,66000.0,23180.0,3439.102,79880604.94,2020-07-01
1571,Israel,ISR,ILS,17.0,3.6349,41014.945,147635.572,2018-07-01
1572,Slovenia,SVN,EUR,2.3,0.872486149,26224.257,22195.918,2019-01-01
1573,Azerbaijan,AZE,AZN,3.95,1.6965,4759.796,8091.654,2019-07-09
1574,Kuwait,KWT,KWD,1.05,0.3025,26816.642,8134.828,2018-07-01
1575,Slovenia,SVN,EUR,2.4,0.899159286,26138.955,23346.731,2020-01-14
1576,Taiwan,TWN,TWD,69.0,32.029,22752.991,725992.946,2016-07-01
1577,Egypt,EGY,EGP,40.0,17.91,2710.158,48055.613,2019-01-01
1578,Austria,AUT,EUR,3.81,0.892339267,51234.477,43364.29,2019-07-09
1579,Sweden,SWE,SEK,52.6,9.1384,51694.498,488944.612,2020-07-01
1580,United States,USA,USD,4.5,1.0,57006.926,57006.926,2016-07-01
1581,Euro area,EUZ,EUR,3.91,0.875695083,35482.3371780392,32064.3521359313,2017-07-01
1582,Finland,FIN,EUR,4.56,0.816826629,46437.211,41120.986,2018-01-01
1583,Honduras,HND,HNL,86.0,24.4834,2506.539,59915.056,2019-07-09
1584,Italy,ITA,EUR,4.3,0.892339267,34917.563,29553.836,2019-07-09
1585,Germany,DEU,EUR,4.14,0.899159286,46810.283,41809.9,2020-01-14
1586,Spain,ESP,EUR,4.2,0.899159286,29603.298,26441.005,2020-01-14
1587,Ireland,IRL,EUR,4.0,0.955246692,62556.102,56530.123,2017-01-01
1588,Finland,FIN,EUR,4.55,0.955246692,43865.756,39640.202,2017-01-01
1589,Uruguay,URY,UYU,140.0,31.31,18626.981,533647.478,2018-07-01
1590,Estonia,EST,EUR,3.2,0.899159286,23584.26,21064.935,2020-01-14
1591,Croatia,HRV,HRK,22.0,6.6965,15122.974,13507.503,2020-01-14
1592,Russia,RUS,RUB,135.0,61.4325,11554.009,746828.604,2020-01-14
1593,Lebanon,LBN,LBP,6500.0,1511.0,7776.012,11722338.696,2018-07-01
1594,Qatar,QAT,QAR,13.0,3.64175,66421.617,241774.685,2019-07-09
1595,Peru,PER,PEN,11.9,3.3276,7233.468,24137.78,2020-01-14
1596,Greece,GRC,EUR,3.35,0.955246692,17906.1,16181.22,2017-01-01
1597,Singapore,SGP,SGD,5.8,1.3559,66840.654,90157.459,2019-01-01
1598,United States,USA,USD,4.61,1.0,60292.978,60292.978,2018-01-01
1599,Italy,ITA,EUR,4.2,0.853205921,32648.756,28911.061,2018-07-01
1600,Estonia,EST,EUR,3.2,0.872486149,23176.358,19616.211,2019-01-01
1601,Poland,POL,PLN,11.0,3.94345,15694.594,60266.588,2020-07-01
1602,Norway,NOR,NOK,52.0,9.37105,76303.683,671472.406,2020-07-01
1603,Singapore,SGP,SGD,5.9,1.3876,66081.704,90145.907,2020-07-01
1604,Japan,JPN,JPY,380.0,116.665,39411.424,4287683.071,2017-01-01
1605,Portugal,PRT,EUR,3.05,0.955246692,19986.362,18061.091,2017-01-01
1606,Norway,NOR,NOK,49.0,7.8501,75940.175,628151.813,2018-01-01
1607,Estonia,EST,EUR,3.15,0.875695083,18290.293,16528.404,2017-07-01
1608,Japan,JPN,JPY,380.0,113.06,39411.424,4287683.071,2017-07-01
1609,Azerbaijan,AZE,AZN,3.95,1.6965,4759.796,8091.654,2019-01-01
1610,Sweden,SWE,SEK,51.0,9.47505,54295.731,471966.636,2019-07-09
1611,Uruguay,URY,UYU,130.0,28.705,16544.81,498178.022,2017-07-01
1612,Canada,CAN,CAD,6.65,1.31235,45192.368,58656.795,2018-07-01
1613,Moldova,MDA,MDL,40.0,17.263,4121.047,69244.477,2019-01-01
1614,Kuwait,KWT,KWD,1.1,0.3034,29037.471,8816.188,2020-01-14
1615,Britain,GBR,GBP,3.19,0.775885479,41114.514,30338.243,2017-07-01
1616,Ukraine,UKR,UAH,44.0,25.915,2200.851,56238.892,2017-07-01
1617,Indonesia,IDN,IDR,31500.0,14360.0,3885.967,51997473.556,2018-07-01
1618,Mexico,MEX,MXN,49.0,17.79075,8999.57,167968.493,2017-07-01
1619,Venezuela,VEN,VEF,10950.0,2700.0,3676.384,,2017-07-01
1620,Poland,POL,PLN,10.1,3.40575,13819.834,52215.94,2018-01-01
1621,Bahrain,BHR,BHD,1.2,0.37955,23631.585,8885.476,2018-07-01
1622,Romania,ROU,RON,9.2,3.97325,10717.263,43352.775,2018-07-01
1623,Greece,GRC,EUR,3.3,0.899159286,19140.612,17095.968,2020-01-14
1624,India,IND,INR,188.0,70.87815,2050.163,145350.407,2020-01-14
1625,Canada,CAN,CAD,6.88,1.3552,46430.975,61604.309,2020-07-01
1626,Argentina,ARG,ARS,75.0,27.725,14618.327,242031.427,2018-07-01
1627,Vietnam,VNM,VND,65000.0,23039.5,2957.899,67191171.646,2018-07-01
